week,team,opponent,hypothetical rating,error
5,Nevada-Las Vegas,Utah State,-2.0,21.13
8,Nevada-Las Vegas,Air Force,-2.0,124.14
3,Nevada-Las Vegas,California,-2.0,4.81
9,Nevada-Las Vegas,Notre Dame,-2.0,5.13
7,Nevada-Las Vegas,San Jose State,-2.0,88.97
1,Nevada-Las Vegas,Idaho State,-1.0,15.35
6,Nevada-Las Vegas,New Mexico,-1.0,2.02
4,Nevada-Las Vegas,North Texas,-1.0,221.29
5,Nevada-Las Vegas,Utah State,-1.0,17.49
8,Nevada-Las Vegas,Air Force,-1.0,133.89
3,Nevada-Las Vegas,California,-1.0,3.18
9,Nevada-Las Vegas,Notre Dame,-1.0,7.3
7,Nevada-Las Vegas,San Jose State,-1.0,96.99
1,Nevada-Las Vegas,Idaho State,0.0,12.66
6,Nevada-Las Vegas,New Mexico,0.0,1.0
4,Nevada-Las Vegas,North Texas,0.0,209.04
5,Nevada-Las Vegas,Utah State,0.0,14.2
8,Nevada-Las Vegas,Air Force,0.0,144.01
3,Nevada-Las Vegas,California,0.0,1.89
9,Nevada-Las Vegas,Notre Dame,0.0,9.86
7,Nevada-Las Vegas,San Jose State,0.0,105.37
1,Nevada-Las Vegas,Idaho State,1.0,10.23
6,Nevada-Las Vegas,New Mexico,1.0,0.34
4,Nevada-Las Vegas,North Texas,1.0,197.14
5,Nevada-Las Vegas,Utah State,1.0,11.25
8,Nevada-Las Vegas,Air Force,1.0,154.5
3,Nevada-Las Vegas,California,1.0,0.93
9,Nevada-Las Vegas,Notre Dame,1.0,12.8
7,Nevada-Las Vegas,San Jose State,1.0,114.09
1,Nevada-Las Vegas,Idaho State,2.0,8.06
6,Nevada-Las Vegas,New Mexico,2.0,0.03
4,Nevada-Las Vegas,North Texas,2.0,185.58
5,Nevada-Las Vegas,Utah State,2.0,8.64
8,Nevada-Las Vegas,Air Force,2.0,165.35
3,Nevada-Las Vegas,California,2.0,0.31
9,Nevada-Las Vegas,Notre Dame,2.0,16.13
7,Nevada-Las Vegas,San Jose State,2.0,123.15
1,Nevada-Las Vegas,Idaho State,3.0,6.15
6,Nevada-Las Vegas,New Mexico,3.0,0.06
4,Nevada-Las Vegas,North Texas,3.0,174.38
5,Nevada-Las Vegas,Utah State,3.0,6.37
8,Nevada-Las Vegas,Air Force,3.0,176.57
3,Nevada-Las Vegas,California,3.0,0.02
9,Nevada-Las Vegas,Notre Dame,3.0,19.84
7,Nevada-Las Vegas,San Jose State,3.0,132.57
1,Nevada-Las Vegas,Idaho State,4.0,4.5
6,Nevada-Las Vegas,New Mexico,4.0,0.45
4,Nevada-Las Vegas,North Texas,4.0,163.52
5,Nevada-Las Vegas,Utah State,4.0,4.45
8,Nevada-Las Vegas,Air Force,4.0,188.16
3,Nevada-Las Vegas,California,4.0,0.07
9,Nevada-Las Vegas,Notre Dame,4.0,23.93
7,Nevada-Las Vegas,San Jose State,4.0,142.33
1,Nevada-Las Vegas,Idaho State,5.0,3.1
6,Nevada-Las Vegas,New Mexico,5.0,1.19
4,Nevada-Las Vegas,North Texas,5.0,153.01
5,Nevada-Las Vegas,Utah State,5.0,2.87
8,Nevada-Las Vegas,Air Force,5.0,200.12
3,Nevada-Las Vegas,California,5.0,0.45
9,Nevada-Las Vegas,Notre Dame,5.0,28.41
7,Nevada-Las Vegas,San Jose State,5.0,152.43
1,Nevada-Las Vegas,Idaho State,6.0,1.97
6,Nevada-Las Vegas,New Mexico,6.0,2.28
4,Nevada-Las Vegas,North Texas,6.0,142.85
5,Nevada-Las Vegas,Utah State,6.0,1.64
8,Nevada-Las Vegas,Air Force,6.0,212.45
3,Nevada-Las Vegas,California,6.0,1.16
9,Nevada-Las Vegas,Notre Dame,6.0,33.27
7,Nevada-Las Vegas,San Jose State,6.0,162.89
2,North Carolina,Appalachian State,9.0,6.3
8,North Carolina,Duke,9.0,29.27
1,North Carolina,Florida A&M,9.0,13.94
3,North Carolina,Georgia State,9.0,1.94
7,North Carolina,Miami (FL),9.0,1.75
10,North Carolina,Pittsburgh,9.0,47.36
6,North Carolina,Virginia Tech,9.0,104.09
5,North Carolina,Notre Dame,9.0,25.7
2,North Carolina,Appalachian State,10.0,4.43
8,North Carolina,Duke,10.0,24.81
1,North Carolina,Florida A&M,10.0,11.45
3,North Carolina,Georgia State,10.0,0.97
7,North Carolina,Miami (FL),10.0,0.81
10,North Carolina,Pittsburgh,10.0,41.33
6,North Carolina,Virginia Tech,10.0,95.73
5,North Carolina,Notre Dame,10.0,30.07
2,North Carolina,Appalachian State,11.0,2.88
8,North Carolina,Duke,11.0,20.72
1,North Carolina,Florida A&M,11.0,9.2
3,North Carolina,Georgia State,11.0,0.33
7,North Carolina,Miami (FL),11.0,0.23
10,North Carolina,Pittsburgh,11.0,35.7
6,North Carolina,Virginia Tech,11.0,87.71
5,North Carolina,Notre Dame,11.0,34.79
2,North Carolina,Appalachian State,12.0,1.67
8,North Carolina,Duke,12.0,17.0
1,North Carolina,Florida A&M,12.0,7.2
3,North Carolina,Georgia State,12.0,0.03
7,North Carolina,Miami (FL),12.0,0.0
10,North Carolina,Pittsburgh,12.0,30.49
6,North Carolina,Virginia Tech,12.0,80.05
5,North Carolina,Notre Dame,12.0,39.86
2,North Carolina,Appalachian State,13.0,0.78
8,North Carolina,Duke,13.0,13.64
1,North Carolina,Florida A&M,13.0,5.44
3,North Carolina,Georgia State,13.0,0.06
7,North Carolina,Miami (FL),13.0,0.14
10,North Carolina,Pittsburgh,13.0,25.69
6,North Carolina,Virginia Tech,13.0,72.74
5,North Carolina,Notre Dame,13.0,45.26
2,North Carolina,Appalachian State,14.0,0.23
8,North Carolina,Duke,14.0,10.66
1,North Carolina,Florida A&M,14.0,3.93
3,North Carolina,Georgia State,14.0,0.42
7,North Carolina,Miami (FL),14.0,0.63
10,North Carolina,Pittsburgh,14.0,21.3
6,North Carolina,Virginia Tech,14.0,65.78
5,North Carolina,Notre Dame,14.0,51.01
2,North Carolina,Appalachian State,15.0,0.01
8,North Carolina,Duke,15.0,8.04
1,North Carolina,Florida A&M,15.0,2.67
3,North Carolina,Georgia State,15.0,1.12
7,North Carolina,Miami (FL),15.0,1.47
10,North Carolina,Pittsburgh,15.0,17.32
6,North Carolina,Virginia Tech,15.0,59.17
5,North Carolina,Notre Dame,15.0,57.11
2,North Carolina,Appalachian State,16.0,0.11
8,North Carolina,Duke,16.0,5.79
1,North Carolina,Florida A&M,16.0,1.65
3,North Carolina,Georgia State,16.0,2.16
7,North Carolina,Miami (FL),16.0,2.68
10,North Carolina,Pittsburgh,16.0,13.75
6,North Carolina,Virginia Tech,16.0,52.91
5,North Carolina,Notre Dame,16.0,63.55
2,North Carolina,Appalachian State,17.0,0.55
8,North Carolina,Duke,17.0,3.91
1,North Carolina,Florida A&M,17.0,0.87
3,North Carolina,Georgia State,17.0,3.52
7,North Carolina,Miami (FL),17.0,4.25
10,North Carolina,Pittsburgh,17.0,10.59
6,North Carolina,Virginia Tech,17.0,46.99
5,North Carolina,Notre Dame,17.0,70.33
2,North Carolina,Appalachian State,18.0,1.31
8,North Carolina,Duke,18.0,2.39
1,North Carolina,Florida A&M,18.0,0.34
3,North Carolina,Georgia State,18.0,5.22
7,North Carolina,Miami (FL),18.0,6.17
10,North Carolina,Pittsburgh,18.0,7.84
6,North Carolina,Virginia Tech,18.0,41.43
5,North Carolina,Notre Dame,18.0,77.45
2,North Carolina,Appalachian State,19.0,2.41
8,North Carolina,Duke,19.0,1.25
1,North Carolina,Florida A&M,19.0,0.05
3,North Carolina,Georgia State,19.0,7.26
7,North Carolina,Miami (FL),19.0,8.45
10,North Carolina,Pittsburgh,19.0,5.51
6,North Carolina,Virginia Tech,19.0,36.22
5,North Carolina,Notre Dame,19.0,84.92
2,North Carolina,Appalachian State,20.0,3.84
8,North Carolina,Duke,20.0,0.47
1,North Carolina,Florida A&M,20.0,0.01
3,North Carolina,Georgia State,20.0,9.63
7,North Carolina,Miami (FL),20.0,11.09
10,North Carolina,Pittsburgh,20.0,3.59
6,North Carolina,Virginia Tech,20.0,31.36
5,North Carolina,Notre Dame,20.0,92.74
2,North Carolina,Appalachian State,21.0,5.59
8,North Carolina,Duke,21.0,0.07
1,North Carolina,Florida A&M,21.0,0.22
3,North Carolina,Georgia State,21.0,12.33
7,North Carolina,Miami (FL),21.0,14.08
10,North Carolina,Pittsburgh,21.0,2.07
6,North Carolina,Virginia Tech,21.0,26.85
5,North Carolina,Notre Dame,21.0,100.89
2,North Carolina,Appalachian State,22.0,7.68
8,North Carolina,Duke,22.0,0.03
1,North Carolina,Florida A&M,22.0,0.67
3,North Carolina,Georgia State,22.0,15.37
7,North Carolina,Miami (FL),22.0,17.44
10,North Carolina,Pittsburgh,22.0,0.97
6,North Carolina,Virginia Tech,22.0,22.69
5,North Carolina,Notre Dame,22.0,109.39
2,North Carolina,Appalachian State,23.0,10.09
8,North Carolina,Duke,23.0,0.36
1,North Carolina,Florida A&M,23.0,1.36
3,North Carolina,Georgia State,23.0,18.74
7,North Carolina,Miami (FL),23.0,21.15
10,North Carolina,Pittsburgh,23.0,0.28
6,North Carolina,Virginia Tech,23.0,18.88
5,North Carolina,Notre Dame,23.0,118.24
2,North Carolina,Appalachian State,24.0,12.84
8,North Carolina,Duke,24.0,1.06
1,North Carolina,Florida A&M,24.0,2.3
3,North Carolina,Georgia State,24.0,22.45
7,North Carolina,Miami (FL),24.0,25.22
10,North Carolina,Pittsburgh,24.0,0.01
6,North Carolina,Virginia Tech,24.0,15.42
5,North Carolina,Notre Dame,24.0,127.43
6,North Texas,Florida Atlantic,0.0,80.03
8,North Texas,Louisiana Tech,0.0,40.0
3,North Texas,Texas Southern,0.0,45.19
1,North Texas,Texas-El Paso,0.0,50.65
10,North Texas,Western Kentucky,0.0,385.85
5,North Texas,Memphis,0.0,4.5
4,North Texas,Nevada-Las Vegas,0.0,137.59
2,North Texas,Southern Methodist,0.0,113.23
9,North Texas,Texas-San Antonio,0.0,1.98
6,North Texas,Florida Atlantic,1.0,72.51
8,North Texas,Louisiana Tech,1.0,34.68
3,North Texas,Texas Southern,1.0,40.32
1,North Texas,Texas-El Paso,1.0,44.9
10,North Texas,Western Kentucky,1.0,367.73
5,North Texas,Memphis,1.0,2.89
4,North Texas,Nevada-Las Vegas,1.0,147.56
2,North Texas,Southern Methodist,1.0,122.17
9,North Texas,Texas-San Antonio,1.0,0.93
6,North Texas,Florida Atlantic,2.0,65.36
8,North Texas,Louisiana Tech,2.0,29.74
3,North Texas,Texas Southern,2.0,35.74
1,North Texas,Texas-El Paso,2.0,39.5
10,North Texas,Western Kentucky,2.0,350.03
5,North Texas,Memphis,2.0,1.64
4,North Texas,Nevada-Las Vegas,2.0,157.89
2,North Texas,Southern Methodist,2.0,131.46
9,North Texas,Texas-San Antonio,2.0,0.27
6,North Texas,Florida Atlantic,3.0,58.58
8,North Texas,Louisiana Tech,3.0,25.18
3,North Texas,Texas Southern,3.0,31.42
1,North Texas,Texas-El Paso,3.0,34.44
10,North Texas,Western Kentucky,3.0,332.78
5,North Texas,Memphis,3.0,0.74
4,North Texas,Nevada-Las Vegas,3.0,168.56
2,North Texas,Southern Methodist,3.0,141.09
9,North Texas,Texas-San Antonio,3.0,0.01
6,North Texas,Florida Atlantic,4.0,52.17
8,North Texas,Louisiana Tech,4.0,20.99
3,North Texas,Texas Southern,4.0,27.39
1,North Texas,Texas-El Paso,4.0,29.73
10,North Texas,Western Kentucky,4.0,315.96
5,North Texas,Memphis,4.0,0.19
4,North Texas,Nevada-Las Vegas,4.0,179.58
2,North Texas,Southern Methodist,4.0,151.06
9,North Texas,Texas-San Antonio,4.0,0.14
6,North Texas,Florida Atlantic,5.0,46.13
8,North Texas,Louisiana Tech,5.0,17.19
3,North Texas,Texas Southern,5.0,23.63
1,North Texas,Texas-El Paso,5.0,25.36
10,North Texas,Western Kentucky,5.0,299.57
5,North Texas,Memphis,5.0,0.0
4,North Texas,Nevada-Las Vegas,5.0,190.95
2,North Texas,Southern Methodist,5.0,161.37
9,North Texas,Texas-San Antonio,5.0,0.66
6,North Texas,Florida Atlantic,6.0,40.46
8,North Texas,Louisiana Tech,6.0,13.77
3,North Texas,Texas Southern,6.0,20.15
1,North Texas,Texas-El Paso,6.0,21.34
10,North Texas,Western Kentucky,6.0,283.62
5,North Texas,Memphis,6.0,0.16
4,North Texas,Nevada-Las Vegas,6.0,202.66
2,North Texas,Southern Methodist,6.0,172.02
9,North Texas,Texas-San Antonio,6.0,1.59
6,North Texas,Florida Atlantic,7.0,35.16
8,North Texas,Louisiana Tech,7.0,10.72
3,North Texas,Texas Southern,7.0,16.95
1,North Texas,Texas-El Paso,7.0,17.67
10,North Texas,Western Kentucky,7.0,268.11
5,North Texas,Memphis,7.0,0.68
4,North Texas,Nevada-Las Vegas,7.0,214.73
2,North Texas,Southern Methodist,7.0,183.01
9,North Texas,Texas-San Antonio,7.0,2.9
6,North Texas,Florida Atlantic,8.0,30.24
8,North Texas,Louisiana Tech,8.0,8.06
3,North Texas,Texas Southern,8.0,14.03
1,North Texas,Texas-El Paso,8.0,14.34
10,North Texas,Western Kentucky,8.0,253.04
5,North Texas,Memphis,8.0,1.55
4,North Texas,Nevada-Las Vegas,8.0,227.15
2,North Texas,Southern Methodist,8.0,194.34
9,North Texas,Texas-San Antonio,8.0,4.62
6,North Texas,Florida Atlantic,9.0,25.69
8,North Texas,Louisiana Tech,9.0,5.77
3,North Texas,Texas Southern,9.0,11.38
1,North Texas,Texas-El Paso,9.0,11.36
10,North Texas,Western Kentucky,9.0,238.4
5,North Texas,Memphis,9.0,2.78
4,North Texas,Nevada-Las Vegas,9.0,239.91
2,North Texas,Southern Methodist,9.0,206.01
9,North Texas,Texas-San Antonio,9.0,6.73
6,North Texas,Florida Atlantic,10.0,21.5
8,North Texas,Louisiana Tech,10.0,3.87
3,North Texas,Texas Southern,10.0,9.01
1,North Texas,Texas-El Paso,10.0,8.73
10,North Texas,Western Kentucky,10.0,224.19
5,North Texas,Memphis,10.0,4.36
4,North Texas,Nevada-Las Vegas,10.0,253.03
2,North Texas,Southern Methodist,10.0,218.02
9,North Texas,Texas-San Antonio,10.0,9.23
6,North Texas,Florida Atlantic,11.0,17.69
8,North Texas,Louisiana Tech,11.0,2.35
3,North Texas,Texas Southern,11.0,6.91
1,North Texas,Texas-El Paso,11.0,6.44
10,North Texas,Western Kentucky,11.0,210.43
5,North Texas,Memphis,11.0,6.29
4,North Texas,Nevada-Las Vegas,11.0,266.49
2,North Texas,Southern Methodist,11.0,230.37
9,North Texas,Texas-San Antonio,11.0,12.13
6,North Texas,Florida Atlantic,12.0,14.25
8,North Texas,Louisiana Tech,12.0,1.2
3,North Texas,Texas Southern,12.0,5.09
1,North Texas,Texas-El Paso,12.0,4.5
10,North Texas,Western Kentucky,12.0,197.1
5,North Texas,Memphis,12.0,8.58
4,North Texas,Nevada-Las Vegas,12.0,280.3
2,North Texas,Southern Methodist,12.0,243.06
9,North Texas,Texas-San Antonio,12.0,15.43
6,North Texas,Florida Atlantic,13.0,11.19
8,North Texas,Louisiana Tech,13.0,0.44
3,North Texas,Texas Southern,13.0,3.55
1,North Texas,Texas-El Paso,13.0,2.91
10,North Texas,Western Kentucky,13.0,184.2
5,North Texas,Memphis,13.0,11.23
4,North Texas,Nevada-Las Vegas,13.0,294.46
2,North Texas,Southern Methodist,13.0,256.1
9,North Texas,Texas-San Antonio,13.0,19.12
6,North Texas,Florida Atlantic,14.0,8.49
8,North Texas,Louisiana Tech,14.0,0.05
3,North Texas,Texas Southern,14.0,2.29
1,North Texas,Texas-El Paso,14.0,1.66
10,North Texas,Western Kentucky,14.0,171.74
5,North Texas,Memphis,14.0,14.23
4,North Texas,Nevada-Las Vegas,14.0,308.97
2,North Texas,Southern Methodist,14.0,269.47
9,North Texas,Texas-San Antonio,14.0,23.21
6,North Texas,Florida Atlantic,15.0,6.16
8,North Texas,Louisiana Tech,15.0,0.04
3,North Texas,Texas Southern,15.0,1.3
1,North Texas,Texas-El Paso,15.0,0.76
10,North Texas,Western Kentucky,15.0,159.72
5,North Texas,Memphis,15.0,17.58
4,North Texas,Nevada-Las Vegas,15.0,323.83
2,North Texas,Southern Methodist,15.0,283.18
9,North Texas,Texas-San Antonio,15.0,27.69
1,Northwestern,Nebraska,-7.0,44.53
3,Northwestern,Duke,-7.0,22.27
10,Northwestern,Iowa,-7.0,7.26
9,Northwestern,Maryland,-7.0,55.79
5,Northwestern,Miami (OH),-7.0,1.56
6,Northwestern,Penn State,-7.0,57.13
4,Northwestern,Southern Illinois,-7.0,4.03
7,Northwestern,Wisconsin,-7.0,25.28
1,Northwestern,Nebraska,-6.0,39.3
3,Northwestern,Duke,-6.0,18.58
10,Northwestern,Iowa,-6.0,5.02
9,Northwestern,Maryland,-6.0,49.44
5,Northwestern,Miami (OH),-6.0,0.69
6,Northwestern,Penn State,-6.0,50.98
4,Northwestern,Southern Illinois,-6.0,2.72
7,Northwestern,Wisconsin,-6.0,29.72
1,Northwestern,Nebraska,-5.0,34.39
3,Northwestern,Duke,-5.0,15.22
10,Northwestern,Iowa,-5.0,3.2
9,Northwestern,Maryland,-5.0,43.47
5,Northwestern,Miami (OH),-5.0,0.17
6,Northwestern,Penn State,-5.0,45.18
4,Northwestern,Southern Illinois,-5.0,1.67
7,Northwestern,Wisconsin,-5.0,34.51
1,Northwestern,Nebraska,-4.0,29.82
3,Northwestern,Duke,-4.0,12.2
10,Northwestern,Iowa,-4.0,1.78
9,Northwestern,Maryland,-4.0,37.89
5,Northwestern,Miami (OH),-4.0,0.0
6,Northwestern,Penn State,-4.0,39.73
4,Northwestern,Southern Illinois,-4.0,0.88
7,Northwestern,Wisconsin,-4.0,39.66
1,Northwestern,Nebraska,-3.0,25.57
3,Northwestern,Duke,-3.0,9.51
10,Northwestern,Iowa,-3.0,0.78
9,Northwestern,Maryland,-3.0,32.69
5,Northwestern,Miami (OH),-3.0,0.19
6,Northwestern,Penn State,-3.0,34.63
4,Northwestern,Southern Illinois,-3.0,0.34
7,Northwestern,Wisconsin,-3.0,45.16
1,Northwestern,Nebraska,-2.0,21.64
3,Northwestern,Duke,-2.0,7.16
10,Northwestern,Iowa,-2.0,0.18
9,Northwestern,Maryland,-2.0,27.87
5,Northwestern,Miami (OH),-2.0,0.73
6,Northwestern,Penn State,-2.0,29.89
4,Northwestern,Southern Illinois,-2.0,0.05
7,Northwestern,Wisconsin,-2.0,51.03
1,Northwestern,Nebraska,-1.0,18.05
3,Northwestern,Duke,-1.0,5.14
10,Northwestern,Iowa,-1.0,0.0
9,Northwestern,Maryland,-1.0,23.44
5,Northwestern,Miami (OH),-1.0,1.63
6,Northwestern,Penn State,-1.0,25.49
4,Northwestern,Southern Illinois,-1.0,0.02
7,Northwestern,Wisconsin,-1.0,57.25
1,Northwestern,Nebraska,0.0,14.77
3,Northwestern,Duke,0.0,3.45
10,Northwestern,Iowa,0.0,0.23
9,Northwestern,Maryland,0.0,19.39
5,Northwestern,Miami (OH),0.0,2.88
6,Northwestern,Penn State,0.0,21.44
4,Northwestern,Southern Illinois,0.0,0.24
7,Northwestern,Wisconsin,0.0,63.84
1,Northwestern,Nebraska,1.0,11.83
3,Northwestern,Duke,1.0,2.1
10,Northwestern,Iowa,1.0,0.87
9,Northwestern,Maryland,1.0,15.72
5,Northwestern,Miami (OH),1.0,4.49
6,Northwestern,Penn State,1.0,17.74
4,Northwestern,Southern Illinois,1.0,0.71
7,Northwestern,Wisconsin,1.0,70.78
1,Northwestern,Nebraska,2.0,9.21
3,Northwestern,Duke,2.0,1.08
10,Northwestern,Iowa,2.0,1.92
9,Northwestern,Maryland,2.0,12.44
5,Northwestern,Miami (OH),2.0,6.45
6,Northwestern,Penn State,2.0,14.39
4,Northwestern,Southern Illinois,2.0,1.44
7,Northwestern,Wisconsin,2.0,78.07
1,Northwestern,Nebraska,3.0,6.92
3,Northwestern,Duke,3.0,0.4
10,Northwestern,Iowa,3.0,3.39
9,Northwestern,Maryland,3.0,9.54
5,Northwestern,Miami (OH),3.0,8.76
6,Northwestern,Penn State,3.0,11.39
4,Northwestern,Southern Illinois,3.0,2.42
7,Northwestern,Wisconsin,3.0,85.73
1,Northwestern,Nebraska,4.0,4.96
3,Northwestern,Duke,4.0,0.05
10,Northwestern,Iowa,4.0,5.26
9,Northwestern,Maryland,4.0,7.03
5,Northwestern,Miami (OH),4.0,11.43
6,Northwestern,Penn State,4.0,8.74
4,Northwestern,Southern Illinois,4.0,3.66
7,Northwestern,Wisconsin,4.0,93.74
1,Northwestern,Nebraska,5.0,3.32
3,Northwestern,Duke,5.0,0.03
10,Northwestern,Iowa,5.0,7.55
9,Northwestern,Maryland,5.0,4.9
5,Northwestern,Miami (OH),5.0,14.45
6,Northwestern,Penn State,5.0,6.44
4,Northwestern,Southern Illinois,5.0,5.15
7,Northwestern,Wisconsin,5.0,102.12
1,Northwestern,Nebraska,6.0,2.01
3,Northwestern,Duke,6.0,0.35
10,Northwestern,Iowa,6.0,10.24
9,Northwestern,Maryland,6.0,3.15
5,Northwestern,Miami (OH),6.0,17.83
6,Northwestern,Penn State,6.0,4.49
4,Northwestern,Southern Illinois,6.0,6.89
7,Northwestern,Wisconsin,6.0,110.84
1,Northwestern,Nebraska,7.0,1.03
3,Northwestern,Duke,7.0,1.0
10,Northwestern,Iowa,7.0,13.35
9,Northwestern,Maryland,7.0,1.79
5,Northwestern,Miami (OH),7.0,21.56
6,Northwestern,Penn State,7.0,2.89
4,Northwestern,Southern Illinois,7.0,8.89
7,Northwestern,Wisconsin,7.0,119.93
1,Northwestern,Nebraska,8.0,0.37
3,Northwestern,Duke,8.0,1.99
10,Northwestern,Iowa,8.0,16.87
9,Northwestern,Maryland,8.0,0.81
5,Northwestern,Miami (OH),8.0,25.65
6,Northwestern,Penn State,8.0,1.65
4,Northwestern,Southern Illinois,8.0,11.14
7,Northwestern,Wisconsin,8.0,129.38
7,Utah State,Air Force,-14.0,140.75
8,Utah State,Colorado State,-14.0,25.3
1,Utah State,Connecticut,-14.0,36.15
2,Utah State,Alabama,-14.0,11.97
6,Utah State,Brigham Young,-14.0,24.83
5,Utah State,Nevada-Las Vegas,-14.0,0.13
3,Utah State,Weber State,-14.0,0.05
9,Utah State,Wyoming,-14.0,0.12
7,Utah State,Air Force,-13.0,130.89
8,Utah State,Colorado State,-13.0,21.17
1,Utah State,Connecticut,-13.0,31.39
2,Utah State,Alabama,-13.0,14.95
6,Utah State,Brigham Young,-13.0,20.77
5,Utah State,Nevada-Las Vegas,-13.0,0.0
3,Utah State,Weber State,-13.0,0.33
9,Utah State,Wyoming,-13.0,0.01
7,Utah State,Air Force,-12.0,121.39
8,Utah State,Colorado State,-12.0,17.4
1,Utah State,Connecticut,-12.0,26.96
2,Utah State,Alabama,-12.0,18.25
6,Utah State,Brigham Young,-12.0,17.08
5,Utah State,Nevada-Las Vegas,-12.0,0.22
3,Utah State,Weber State,-12.0,0.86
9,Utah State,Wyoming,-12.0,0.29
7,Utah State,Air Force,-11.0,112.25
8,Utah State,Colorado State,-11.0,14.01
1,Utah State,Connecticut,-11.0,22.86
2,Utah State,Alabama,-11.0,21.89
6,Utah State,Brigham Young,-11.0,13.75
5,Utah State,Nevada-Las Vegas,-11.0,0.79
3,Utah State,Weber State,-11.0,1.64
9,Utah State,Wyoming,-11.0,0.96
7,Utah State,Air Force,-10.0,103.46
8,Utah State,Colorado State,-10.0,10.98
1,Utah State,Connecticut,-10.0,19.11
2,Utah State,Alabama,-10.0,25.86
6,Utah State,Brigham Young,-10.0,10.78
5,Utah State,Nevada-Las Vegas,-10.0,1.69
3,Utah State,Weber State,-10.0,2.67
9,Utah State,Wyoming,-10.0,2.03
7,Utah State,Air Force,-9.0,95.03
8,Utah State,Colorado State,-9.0,8.32
1,Utah State,Connecticut,-9.0,15.69
2,Utah State,Alabama,-9.0,30.16
6,Utah State,Brigham Young,-9.0,8.17
5,Utah State,Nevada-Las Vegas,-9.0,2.95
3,Utah State,Weber State,-9.0,3.95
9,Utah State,Wyoming,-9.0,3.5
7,Utah State,Air Force,-8.0,86.96
8,Utah State,Colorado State,-8.0,6.03
1,Utah State,Connecticut,-8.0,12.61
2,Utah State,Alabama,-8.0,34.78
6,Utah State,Brigham Young,-8.0,5.92
5,Utah State,Nevada-Las Vegas,-8.0,4.54
3,Utah State,Weber State,-8.0,5.48
9,Utah State,Wyoming,-8.0,5.36
7,Utah State,Air Force,-7.0,79.25
8,Utah State,Colorado State,-7.0,4.1
1,Utah State,Connecticut,-7.0,9.86
2,Utah State,Alabama,-7.0,39.74
6,Utah State,Brigham Young,-7.0,4.04
5,Utah State,Nevada-Las Vegas,-7.0,6.48
3,Utah State,Weber State,-7.0,7.27
9,Utah State,Wyoming,-7.0,7.62
7,Utah State,Air Force,-6.0,71.9
8,Utah State,Colorado State,-6.0,2.55
1,Utah State,Connecticut,-6.0,7.45
2,Utah State,Alabama,-6.0,45.03
6,Utah State,Brigham Young,-6.0,2.51
5,Utah State,Nevada-Las Vegas,-6.0,8.76
3,Utah State,Weber State,-6.0,9.3
9,Utah State,Wyoming,-6.0,10.27
7,Utah State,Air Force,-5.0,64.9
8,Utah State,Colorado State,-5.0,1.36
1,Utah State,Connecticut,-5.0,5.38
2,Utah State,Alabama,-5.0,50.64
6,Utah State,Brigham Young,-5.0,1.34
5,Utah State,Nevada-Las Vegas,-5.0,11.39
3,Utah State,Weber State,-5.0,11.59
9,Utah State,Wyoming,-5.0,13.32
7,Utah State,Air Force,-4.0,58.26
8,Utah State,Colorado State,-4.0,0.54
1,Utah State,Connecticut,-4.0,3.65
2,Utah State,Alabama,-4.0,56.59
6,Utah State,Brigham Young,-4.0,0.54
5,Utah State,Nevada-Las Vegas,-4.0,14.36
3,Utah State,Weber State,-4.0,14.12
9,Utah State,Wyoming,-4.0,16.76
7,Utah State,Air Force,-3.0,51.98
8,Utah State,Colorado State,-3.0,0.1
1,Utah State,Connecticut,-3.0,2.25
2,Utah State,Alabama,-3.0,62.87
6,Utah State,Brigham Young,-3.0,0.1
5,Utah State,Nevada-Las Vegas,-3.0,17.67
3,Utah State,Weber State,-3.0,16.91
9,Utah State,Wyoming,-3.0,20.6
7,Utah State,Air Force,-2.0,46.06
8,Utah State,Colorado State,-2.0,0.01
1,Utah State,Connecticut,-2.0,1.19
2,Utah State,Alabama,-2.0,69.48
6,Utah State,Brigham Young,-2.0,0.01
5,Utah State,Nevada-Las Vegas,-2.0,21.33
3,Utah State,Weber State,-2.0,19.94
